市,区,lat,lng
萍乡市,湘东区,32.721214,118.972913
东莞市,万江区,35.203481,113.651969
宜昌市,宜都市,27.408381,118.067793
西宁市,城北区,25.607031,110.601021
漳州市,漳浦县,28.109822,117.713461
晋中市,寿阳县,29.64023,115.842035
烟台市,栖霞市,37.905179,112.107739
榆林市,神木县,32.812036,106.969741
宜春市,丰城市,36.046138,107.682548
牡丹江市,宁安市,47.58308,124.005487
铁岭市,调兵山市,34.822089,113.298182
宝鸡市,岐山县,30.972568,116.953559
梅州市,平远县,39.598374,98.802616
朝阳市,建平县,38.084707,114.347323
桂林市,荔蒲县,31.466821,104.558159
河源市,龙川县,33.037131,117.042086
三明市,明溪县,33.070817,112.193285
池州市,贵池区,27.536407,119.884868
赣州市,南康市,27.324782,118.971671
晋城市,城区,30.5074,115.276251
阳泉市,城区,34.527673,108.229483
郴州市,资兴市,33.337748,115.648756
吉林市,永吉县,22.047215,113.41759
滁州市,天长市,31.962527,104.258341
新乡市,获嘉县,27.73858,115.506839
红河哈尼族彝族自治州,元阳县,44.408005,131.102457
南平市,建阳市,23.069203,102.819567
桂林市,兴安县,32.114041,119.498972
九江市,九江县,32.894903,107.753712
上饶市,铅山县,31.518816,104.98158
牡丹江市,绥芬河市,31.939262,109.456711
太原市,古交市,27.907229,113.212526
汉中市,南郑县,29.229496,113.853266
庆阳市,庆城县,30.313945,105.028316
齐齐哈尔市,梅里斯达斡尔族区,45.623301,122.789074
石家庄市,鹿泉市,31.436657,104.129294
郑州市,上街区,31.349803,105.923514
安庆市,桐城市,40.956026,115.892223
酒泉市,肃州区,34.162778,112.812717
南阳市,镇平县,24.340566,114.542977
绵阳市,高新区,40.632394,115.258472
温州市,泰顺县,37.314224,114.304596
蚌埠市,怀远县,23.525442,115.064471
阜阳市,太和县,42.557949,126.342724
咸阳市,乾县,35.279608,114.231357
黄冈市,浠水县,39.351106,116.28967
南平市,政和县,27.261522,116.931717
攀枝花市,东区,32.069933,118.105778
绵阳市,北川羌族自治县,26.070228,98.8593
吉安市,新干县,24.327406,100.23368
珠海市,金湾区,37.769612,114.834938
汉中市,西乡县,33.504018,119.303107
株洲市,荷塘区,22.928505,113.903862
绵阳市,游仙区,35.111802,104.632913
镇江市,丹徒区,34.043477,113.825316
安康市,镇坪县,23.088335,113.963946
咸宁市,通城县,32.881523,117.356356
张家口市,赤城县,26.859217,115.266167
德阳市,绵竹市,30.979971,111.310649
南充市,南部县,44.57687,130.395526
白城市,洮北区,25.73111,102.201176
资阳市,乐至县,25.604177,116.821448
平顶山市,汝州市,24.65722,99.15749
河源市,连平县,40.57957,124.07296
张家口市,宣化区,36.752651,115.038532
达州市,达县,36.99629,118.034367
邢台市,内丘县,31.182047,107.424315
通化市,辉南县,26.153657,107.477559
河源市,紫金县,44.715903,117.816963
新乡市,延津县,34.686373,109.313417
廊坊市,固安县,34.486036,112.040468
抚州市,黎川县,41.908351,118.667056
滁州市,全椒县,26.099298,116.921193
怒江傈僳族自治州,泸水县,42.765541,123.273598
临沧市,云县,41.865071,120.811885
石家庄市,赵县,29.801743,111.044287
淮安市,楚州区,32.201507,116.173521
东莞市,松山湖,29.507004,103.400912
定西市,陇西县,39.243272,112.5562
许昌市,魏都区,32.864335,110.736399
东莞市,石排镇,35.543594,113.687892
蚌埠市,蚌山区,23.208968,112.625249
宜昌市,夷陵区,31.426757,104.781878
吉安市,青原区,35.170582,107.8348
牡丹江市,穆棱市,45.203919,84.92699
楚雄彝族自治州,武定县,25.199988,111.253887
龙岩市,连城县,27.235197,117.480572
保山市,施甸县,18.397248,109.429348
丹东市,凤城市,34.702932,112.505094
邯郸市,曲周县,29.425663,109.246714
淄博市,桓台县,30.013807,113.967139
锡林郭勒盟,西乌珠穆沁旗,27.610704,118.765689
西安市,阎良区,29.31641,103.604548
黔南布依族苗族自治州,都匀市,46.420779,124.914285
洛阳市,宜阳县,33.009839,112.484267
赤峰市,喀喇沁旗,33.235206,118.8282
三明市,清流县,19.490991,110.32009
朝阳市,北票市,33.712341,113.278189
常德市,石门县,34.738238,116.122985
沈阳市,康平县,23.683914,102.889674
六安市,霍邱县,27.465564,112.187923
乐山市,峨眉山市,30.116075,120.649277
朔州市,朔城区,26.732329,117.40084
新乡市,辉县市,39.302836,116.560557
十堰市,郧县,22.996428,113.883491
肇庆市,鼎湖区,34.15054,107.833844
绵阳市,经开区,38.640475,108.889663
咸阳市,长武县,23.333281,110.087119
克拉玛依市,克拉玛依区,25.537738,119.766453
永州市,江永县,27.599974,102.881928
南平市,邵武市,23.030051,113.988013
三亚市,市辖区,28.190604,117.19787
洛阳市,瀍河回族区,24.070092,114.141775
恩施土家族苗族自治州,来凤县,29.296488,105.880358
咸宁市,嘉鱼县,40.388771,94.158042
大庆市,红岗区,38.967534,106.387216
南平市,松溪县,34.520218,106.05204
乐山市,沙湾区,27.850578,115.007851
淮安市,洪泽县,49.500032,117.603687
南阳市,卧龙区,36.7702,114.641602
定安县,定安县,21.685028,111.240553
廊坊市,永清县,23.899181,112.886548
菏泽市,单县,30.473068,114.701472
平顶山市,湛河区,28.876901,105.371713
红河哈尼族彝族自治州,建水县,34.797983,114.341906
绍兴市,袍江工业区,26.95888,112.602488
娄底市,双峰县,30.101503,112.473701
三明市,将乐县,28.28658,111.390782
东莞市,寮步镇,27.431199,111.471275
宝鸡市,眉县,36.701567,112.290094
鄂尔多斯市,乌审旗,24.937021,112.459189
贵港市,桂平市,29.461789,114.067935
福州市,平潭县,32.643536,117.117138
凉山彝族自治州,布拖县,37.887452,116.677832
东莞市,横沥镇,25.126526,116.568669
鹰潭市,贵溪市,33.025834,119.145631
韶关市,新丰县,32.338458,118.337569
重庆市,永川区,28.41448,106.886331
酒泉市,敦煌市,23.545602,111.311404
石嘴山市,大武口区,28.365232,115.304482
天水市,麦积区,37.374136,106.166879
新余市,渝水区,25.797449,117.817997
呼伦贝尔市,满洲里市,24.133851,110.561223
茂名市,电白县,28.800557,115.75048
邯郸市,永年县,24.949326,110.909447
泸州市,江阳区,39.638021,119.094621
清远市,清新县,31.64328,111.764629
鄂州市,华容区,27.714537,116.066336
开封市,鼓楼区,31.121152,109.908611
荆州市,江陵县,42.368276,114.120589
衡阳市,石鼓区,34.532718,110.058188
益阳市,安化县,27.669223,112.788805
邵阳市,新邵县,30.393006,104.536305
长治市,沁源县,30.758639,116.552816
清远市,连州市,36.839764,116.25743
咸宁市,崇阳县,41.571041,118.905499
淮南市,大通区,28.825949,106.735847
沧州市,东光县,25.318874,110.336226
龙岩市,上杭县,49.329996,121.512668
淮安市,金湖县,30.860298,117.385735
滁州市,琅琊区,24.324491,117.200721
宜春市,高安市,25.363439,102.584103
遵义市,桐梓县,33.223044,116.591512
梧州市,蝶山区,23.540954,107.577512
吴忠市,红寺堡区,38.077456,120.755996
三明市,大田县,29.178499,113.237527
南昌市,湾里区,34.418362,113.041749
梧州市,蒙山县,39.27343,118.426721
桂林市,恭城瑶族自治县,35.975161,116.342953
孝感市,云梦县,23.047598,113.640236
秦皇岛市,昌黎县,32.003189,117.575857
襄阳市,南漳县,38.229386,113.360967
抚州市,崇仁县,37.243983,116.091225
渭南市,华阴市,29.644501,104.05533
重庆市,巫山县,31.039124,103.637342
锡林郭勒盟,镶黄旗,24.651898,113.642178
湘潭市,湘潭县,38.970233,115.277554
资阳市,简阳市,36.092836,117.827537
安庆市,潜山县,30.948814,106.987602
赤峰市,宁城县,31.100124,119.167904
聊城市,高唐县,25.148466,113.785474
重庆市,綦江区,48.644979,116.802184
桂林市,叠彩区,26.973089,114.188447
呼伦贝尔市,牙克石市,37.05358,114.468401
安庆市,枞阳县,22.093647,106.837053
昆明市,富民县,35.667572,114.169034
漳州市,平和县,35.592287,115.156602
亳州市,蒙城县,36.625674,119.258465
百色市,平果县,24.481177,108.546552
烟台市,长岛县,36.536357,115.540837
唐山市,唐海县,36.406731,114.255101
郑州市,登封市,45.273228,131.225654
岳阳市,岳阳县,41.3471,122.443683
泰安市,东平县,36.125937,111.474665
东莞市,望牛墩镇,28.694069,112.343121
阳泉市,盂县,38.483721,116.271593
合肥市,肥东县,37.96037,117.26694
成都市,都江堰市,43.925789,87.425049
乐山市,井研县,36.858027,115.528441
德州市,武城县,26.688326,106.73345
韶关市,曲江区,23.284407,115.629196
保定市,满城县,37.674417,117.145553
莱芜市,钢城区,34.092317,120.026609
达州市,渠县,40.235441,122.477327
宣城市,郎溪县,23.110228,107.690666
辽阳市,辽阳县,40.35365,119.137582
呼伦贝尔市,新巴尔虎右旗,25.173479,118.819017
韶关市,仁化县,38.738336,115.493492
吉安市,永新县,32.173452,111.495958
邢台市,桥西区,23.916085,116.291395
鹤壁市,淇县,36.139122,115.552673
崇左市,凭祥市,35.999785,104.24429
濮阳市,濮阳县,33.844054,116.908182
商丘市,睢县,27.822073,113.16976
潍坊市,坊子区,31.479093,115.779315
河池市,宜州市,33.385374,106.162834
聊城市,冠县,40.349444,81.156013
邯郸市,磁县,51.660819,120.652764
鸡西市,鸡东县,30.551849,111.455215
鞍山市,台安县,27.612024,109.945539
临汾市,尧都区,40.958869,112.443377
益阳市,资阳区,25.915538,119.56272
新余市,分宜县,29.24264,104.854763
沧州市,河间市,40.220264,109.866191
沧州市,盐山县,42.043254,121.627557
乌鲁木齐市,头屯河区,27.844993,114.678163
贵阳市,乌当区,32.136944,115.709743
邢台市,临西县,46.964156,129.538874
汕尾市,陆河县,26.382712,113.850536
宜春市,铜鼓县,24.67838,102.94685
德州市,乐陵市,30.925709,113.55644
盐城市,滨海县,35.051246,116.315125
营口市,盖州市,26.460846,111.972594
南宁市,隆安县,40.008136,112.421677
秦皇岛市,青龙满族自治县,26.631742,107.948239
聊城市,莘县,30.014778,117.91075
襄阳市,谷城县,30.184486,115.132267
泉州市,泉港区,19.693135,109.996736
保定市,清苑县,30.723706,115.014087
梅州市,丰顺县,36.723454,116.678254
兰州市,榆中县,45.770093,130.992503
淮北市,烈山区,27.716137,109.193705
株洲市,芦淞区,46.89491,130.517403
六安市,金寨县,37.083549,115.198173
汉中市,略阳县,39.895316,116.955076
宜昌市,猇亭区,46.989258,130.963018
呼伦贝尔市,额尔古纳市,33.371587,107.616093
怀化市,鹤城区,29.736284,109.003815
阿克苏地区,阿克苏市,37.360639,105.111278
乌兰察布市,卓资县,22.831614,110.610277
福州市,长乐市,35.925119,110.944128
自贡市,沿滩区,23.105172,113.813955
阜新市,细河区,30.664363,107.725428
鄂尔多斯市,达拉特旗,29.357201,110.488496
信阳市,固始县,25.505757,115.765151
玉溪市,澄江县,22.978947,113.612518
株洲市,炎陵县,24.683283,116.196142
伊春市,南岔区,36.834487,111.735504
孝感市,应城市,25.112806,110.371485
永州市,祁阳县,28.013633,109.518882
济宁市,金乡县,24.037273,97.811532
朔州市,右玉县,35.499572,114.078112
黄山市,黟县,36.501822,104.205649
黄石市,西塞山区,29.23119,103.980199
黔东南苗族侗族自治州,凯里市,46.116944,122.081534
澄迈县,澄迈县,27.150808,106.68198
黄冈市,团风县,35.213123,118.890079
德州市,齐河县,31.921948,105.503021
临沂市,莒南县,42.184131,119.268169
铜仁市,碧江区,41.857898,86.885379
七台河市,桃山区,34.79633,117.358507
佳木斯市,东风区,42.045285,81.901235
汉中市,洋县,29.493396,112.651009
邢台市,广宗县,47.743403,121.929202
廊坊市,大厂回族自治县,39.041872,115.5796
石家庄市,经济技术开发区,27.075427,107.046881
佳木斯市,桦川县,41.251411,125.998992
恩施土家族苗族自治州,咸丰县,40.13123,76.867154
玉林市,容县,41.143624,119.775534
中卫市,沙坡头区,34.556383,118.79231
临汾市,乡宁县,33.953602,108.113541
东莞市,石碣镇,32.909769,115.248461
重庆市,梁平县,41.152566,121.285575
张家界市,武陵源区,35.09315,117.484036
赣州市,会昌县,34.885484,118.659445
东莞市,洪梅镇,41.816566,127.19171
梅州市,蕉岭县,25.286018,114.9818
桂林市,雁山区,45.083893,128.31617
晋中市,灵石县,43.000462,123.946409
湘西土家族苗族自治州,凤凰县,23.305692,103.149155
德宏傣族景颇族自治州,瑞丽市,43.21416,124.355392
新乡市,卫辉市,34.989111,115.944989
白银市,白银区,48.115946,127.111546
乐山市,犍为县,40.101876,115.223925
兴安盟,乌兰浩特市,40.051891,113.226457
贵阳市,息烽县,32.079873,110.628795
广元市,剑阁县,30.872992,115.774302
赤峰市,元宝山区,34.507137,110.295546
阿克苏地区,拜城县,34.51416,119.162196
巴音郭楞蒙古自治州,博湖县,34.236601,113.855568
枣庄市,薛城区,30.263284,107.003334
岳阳市,华容县,29.29382,103.073366
呼伦贝尔市,扎兰屯市,42.016776,122.866418
保定市,徐水县,24.532198,109.802816
克孜勒苏柯尔克孜自治州,阿图什市,26.212273,118.778803
贵阳市,开阳县,29.496146,113.519749
通化市,集安市,31.287056,116.246675
连云港市,东海县,42.108025,117.547022
朝阳市,喀喇沁左翼蒙古族自治县,36.203933,116.422502
西安市,周至县,25.902025,115.072586
阜阳市,临泉县,39.785509,118.583777
锦州市,凌海市,27.104463,99.951634
枣庄市,山亭区,24.905101,115.665148
白山市,临江市,48.481453,125.076553
临沂市,临沭县,41.193475,121.952166
红河哈尼族彝族自治州,个旧市,44.559557,85.013934
哈尔滨市,尚志市,29.213116,91.83204
赣州市,信丰县,39.384663,118.085847
铁岭市,昌图县,27.464053,105.423558
四平市,铁西区,38.223059,115.740007
菏泽市,成武县,28.71309,112.805374
黑河市,北安市,42.118882,124.924317
张家口市,涿鹿县,25.238854,115.396613
大同市,南郊区,37.171378,117.828242
十堰市,房县,26.932749,102.000726
渭南市,潼关县,31.007076,106.428917
黄冈市,英山县,40.347984,115.634061
许昌市,长葛市,24.089877,110.137776
广安市,邻水县,31.304355,113.633387
连云港市,海州区,27.331194,102.191734
乐山市,金口河区,29.189938,118.33165
福州市,闽清县,37.05611,115.004819
柳州市,鹿寨县,30.827453,110.300617
沈阳市,新民市,46.775887,130.263969
岳阳市,临湘市,27.983319,105.936293
六安市,霍山县,37.9695,118.620012
承德市,围场满族蒙古族自治县,41.580404,115.636092
济南市,平阴县,34.720319,114.011222
山南地区,乃东县,33.425955,118.312551
赣州市,赣县,47.926105,134.296044
丽江市,玉龙纳西族自治县,28.099207,105.468592
赣州市,寻乌县,30.657491,105.716088
唐山市,滦县,29.12492,105.508267
齐齐哈尔市,讷河市,30.099637,108.30489
盘锦市,盘山县,37.787251,118.090098
唐山市,丰南区,28.050639,119.082297
伊犁哈萨克自治州,奎屯市,23.802833,115.64132
毕节市,七星关区,42.222765,123.914529
衡水市,饶阳县,27.42623,119.50552
岳阳市,湘阴县,34.9535,105.698041
抚顺市,清原满族自治县,45.475604,122.453677
赣州市,安远县,39.634162,113.710759
淄博市,高青县,41.943507,110.286189
攀枝花市,米易县,28.513847,117.645197
南充市,蓬安县,40.222312,113.823181
张家口市,怀来县,36.620347,114.494486
来宾市,金秀瑶族自治县,24.812052,113.175778
孝感市,安陆市,23.874041,117.132942
东营市,河口区,25.139783,109.51401
凉山彝族自治州,德昌县,35.640741,117.345264
衢州市,开化县,26.744021,114.909356
恩施土家族苗族自治州,巴东县,19.750947,110.780909
邢台市,平乡县,24.560065,107.019716
佳木斯市,郊区,26.567907,101.669702
泸州市,古蔺县,36.335046,119.155992
张家口市,沽源县,36.007875,103.225044
郑州市,中牟县,25.674049,118.258039
泉州市,德化县,32.982431,112.998527
宿迁市,泗洪县,22.251747,110.272113
佳木斯市,抚远县,37.520861,110.396144
泸州市,叙永县,25.772838,104.666913
遂宁市,蓬溪县,37.156618,116.430079
泸州市,泸县,28.940752,117.753259
雅安市,天全县,40.238508,118.371389
重庆市,石柱土家族自治县,24.852706,114.115404
滨州市,沾化县,38.14247,117.567264
丽水市,龙泉市,27.945164,118.524298
梅州市,五华县,29.871177,118.575156
铁岭市,铁岭县,22.739133,100.855253
宁德市,寿宁县,37.668477,116.200134
白城市,洮南市,30.754684,106.259759
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
天水市,秦安县,28.995243,111.747796
